Name,Age,Salary,Gender,Department,Position,Joining Date,Performance Score,Email,Phone Number
alice,0,55000.0,Male,Finance,Analyst,2018-04-05,B,name@company.org,000-000-0000
charlie,35,60000.0,Female,HR,Assistant,2018-04-05,A,no_email@example.com,123-456-7890
bob,35,50000.0,Other,IT,Manager,2018-04-05,D,user@domain.com,123-456-7890
ivy,25,50000.0,Female,HR,Manager,2018-04-05,C,user@domain.com,000-000-0000
jack,40,50000.0,Male,Finance,Director,2018-04-05,F,no_email@example.com,555-555-5555
frank,25,60000.0,Male,Sales,Assistant,2018-04-05,B,name@company.org,000-000-0000
jack,30,60000.0,Other,Finance,Clerk,2018-04-05,A,no_email@example.com,098-765-4321
charlie,25,65000.0,Female,IT,Clerk,2018-04-05,C,name@company.org,000-000-0000
hannah,25,60216.08643457383,Other,Marketing,Assistant,2018-04-05,F,name@company.org,123-456-7890
hannah,0,55000.0,Female,HR,Clerk,2018-04-05,C,no_email@example.com,000-000-0000
bob,50,65000.0,Male,Sales,Manager,2018-04-05,F,user@domain.com,123-456-7890
frank,35,55000.0,Other,Marketing,Clerk,2018-04-05,D,user@domain.com,000-000-0000
grace,40,60216.08643457383,Other,Finance,Clerk,2018-04-05,C,name@company.org,123-456-7890
bob,25,60000.0,Male,Sales,Assistant,2018-04-05,C,user@domain.com,123-456-7890
jack,40,60216.08643457383,Other,Marketing,Assistant,2018-04-05,C,email@example.com,555-555-5555
bob,50,60000.0,Female,Sales,Clerk,2018-04-05,D,name@company.org,123-456-7890
jack,50,60216.08643457383,Female,IT,Analyst,2018-04-05,A,user@domain.com,098-765-4321
alice,25,65000.0,Female,IT,Assistant,2018-04-05,F,email@example.com,123-456-7890
hannah,30,70000.0,Female,HR,Director,2018-04-05,C,no_email@example.com,555-555-5555
alice,25,65000.0,Male,HR,Director,2018-04-05,D,user@domain.com,000-000-0000
ivy,0,55000.0,Other,IT,Manager,2018-04-05,A,email@example.com,123-456-7890
frank,35,65000.0,Female,Sales,Clerk,2018-04-05,F,no_email@example.com,123-456-7890
grace,30,50000.0,Male,IT,Analyst,2018-04-05,D,no_email@example.com,123-456-7890
jack,25,55000.0,Other,HR,Manager,2018-04-05,F,email@example.com,123-456-7890
grace,40,60216.08643457383,Other,IT,Clerk,2018-04-05,C,name@company.org,555-555-5555
jack,30,55000.0,Male,IT,Assistant,2018-04-05,A,name@company.org,123-456-7890
charlie,30,70000.0,Male,Sales,Director,2018-04-05,D,user@domain.com,123-456-7890
bob,25,60000.0,Female,Marketing,Analyst,2018-04-05,A,no_email@example.com,123-456-7890
ivy,30,60216.08643457383,Other,HR,Director,2018-04-05,C,name@company.org,555-555-5555
hannah,40,55000.0,Other,Sales,Assistant,2018-04-05,A,name@company.org,555-555-5555
jack,50,60216.08643457383,Male,IT,Clerk,2018-04-05,A,no_email@example.com,123-456-7890
grace,30,60216.08643457383,Other,IT,Assistant,2018-04-05,B,no_email@example.com,098-765-4321
ivy,50,60216.08643457383,Female,Marketing,Assistant,2018-04-05,A,name@company.org,123-456-7890
david,40,60000.0,Other,HR,Director,2018-04-05,F,email@example.com,098-765-4321
david,25,65000.0,Male,HR,Analyst,2018-04-05,D,user@domain.com,123-456-7890
alice,35,60216.08643457383,Male,Finance,Assistant,2018-04-05,B,name@company.org,098-765-4321
hannah,30,50000.0,Female,HR,Director,2018-04-05,D,name@company.org,098-765-4321
charlie,35,70000.0,Female,Marketing,Analyst,2018-04-05,D,no_email@example.com,123-456-7890
grace,40,60000.0,Other,Finance,Clerk,2018-04-05,C,email@example.com,098-765-4321
bob,30,55000.0,Other,Finance,Clerk,2018-04-05,C,user@domain.com,000-000-0000
bob,50,60000.0,Male,IT,Manager,2018-04-05,B,name@company.org,123-456-7890
grace,0,55000.0,Female,IT,Director,2018-04-05,C,user@domain.com,555-555-5555
frank,35,60000.0,Female,HR,Analyst,2018-04-05,C,no_email@example.com,098-765-4321
charlie,30,55000.0,Female,Finance,Assistant,2018-04-05,C,name@company.org,098-765-4321
ivy,35,60216.08643457383,Other,IT,Clerk,2018-04-05,D,name@company.org,555-555-5555
jack,30,65000.0,Female,Marketing,Analyst,2018-04-05,B,no_email@example.com,098-765-4321
frank,25,55000.0,Male,IT,Director,2018-04-05,D,no_email@example.com,555-555-5555
jack,50,55000.0,Male,IT,Manager,2018-04-05,F,name@company.org,123-456-7890
jack,35,50000.0,Other,Finance,Clerk,2018-04-05,D,user@domain.com,000-000-0000
frank,0,55000.0,Other,Finance,Analyst,2018-04-05,F,email@example.com,000-000-0000
alice,0,50000.0,Female,Sales,Analyst,2018-04-05,A,user@domain.com,123-456-7890
david,40,70000.0,Other,Marketing,Analyst,2018-04-05,A,no_email@example.com,098-765-4321
jack,30,60216.08643457383,Male,Finance,Director,2018-04-05,F,email@example.com,123-456-7890
frank,35,50000.0,Female,HR,Director,2018-04-05,F,user@domain.com,123-456-7890
frank,40,65000.0,Male,Marketing,Director,2018-04-05,D,user@domain.com,000-000-0000
eve,35,60216.08643457383,Female,Marketing,Assistant,2018-04-05,F,no_email@example.com,123-456-7890
alice,30,50000.0,Other,Finance,Analyst,2018-04-05,B,no_email@example.com,123-456-7890
hannah,0,60216.08643457383,Female,Marketing,Clerk,2018-04-05,A,no_email@example.com,098-765-4321
eve,25,60216.08643457383,Female,Finance,Director,2018-04-05,A,email@example.com,123-456-7890
eve,0,60216.08643457383,Male,IT,Director,2018-04-05,F,no_email@example.com,000-000-0000
grace,40,70000.0,Male,Sales,Analyst,2018-04-05,C,no_email@example.com,123-456-7890
david,50,65000.0,Female,IT,Director,2018-04-05,C,name@company.org,000-000-0000
frank,25,60000.0,Other,Finance,Assistant,2018-04-05,F,name@company.org,098-765-4321
david,40,60000.0,Other,Finance,Assistant,2018-04-05,B,email@example.com,000-000-0000
charlie,30,50000.0,Male,IT,Director,2018-04-05,C,name@company.org,555-555-5555
grace,25,60216.08643457383,Other,HR,Analyst,2018-04-05,F,no_email@example.com,123-456-7890
hannah,40,50000.0,Male,HR,Analyst,2018-04-05,B,email@example.com,555-555-5555
david,30,70000.0,Other,HR,Analyst,2018-04-05,B,no_email@example.com,555-555-5555
bob,0,70000.0,Female,Finance,Manager,2018-04-05,D,email@example.com,098-765-4321
jack,50,55000.0,Male,Marketing,Director,2018-04-05,B,email@example.com,123-456-7890
charlie,30,70000.0,Male,Finance,Analyst,2018-04-05,C,user@domain.com,555-555-5555
alice,35,55000.0,Female,Marketing,Assistant,2018-04-05,C,user@domain.com,000-000-0000
hannah,30,65000.0,Male,IT,Clerk,2018-04-05,F,email@example.com,123-456-7890
charlie,30,50000.0,Other,Sales,Clerk,2018-04-05,F,name@company.org,000-000-0000
jack,50,65000.0,Other,Marketing,Analyst,2018-04-05,B,user@domain.com,000-000-0000
grace,35,70000.0,Male,HR,Clerk,2018-04-05,A,no_email@example.com,123-456-7890
jack,40,65000.0,Other,Finance,Clerk,2018-04-05,D,no_email@example.com,123-456-7890
eve,40,65000.0,Male,IT,Manager,2018-04-05,A,user@domain.com,000-000-0000
jack,30,65000.0,Female,HR,Assistant,2018-04-05,B,email@example.com,098-765-4321
eve,35,70000.0,Male,IT,Assistant,2018-04-05,B,name@company.org,123-456-7890
grace,35,60216.08643457383,Female,Sales,Manager,2018-04-05,A,no_email@example.com,123-456-7890
ivy,50,65000.0,Other,Finance,Manager,2018-04-05,D,user@domain.com,098-765-4321
eve,0,55000.0,Female,Finance,Clerk,2018-04-05,A,name@company.org,123-456-7890
alice,40,70000.0,Other,Sales,Director,2018-04-05,F,name@company.org,000-000-0000
jack,50,65000.0,Male,Finance,Clerk,2018-04-05,C,name@company.org,123-456-7890
jack,25,60216.08643457383,Other,Marketing,Manager,2018-04-05,F,email@example.com,000-000-0000
alice,40,70000.0,Male,IT,Assistant,2018-04-05,C,no_email@example.com,098-765-4321
bob,50,60000.0,Male,HR,Clerk,2018-04-05,B,name@company.org,000-000-0000
frank,40,60216.08643457383,Female,Sales,Director,2018-04-05,D,no_email@example.com,098-765-4321
ivy,0,55000.0,Female,Marketing,Clerk,2018-04-05,A,user@domain.com,123-456-7890
hannah,25,65000.0,Female,HR,Analyst,2018-04-05,D,no_email@example.com,098-765-4321
eve,0,60000.0,Female,HR,Clerk,2018-04-05,A,email@example.com,098-765-4321
alice,25,60000.0,Other,Sales,Manager,2018-04-05,F,email@example.com,123-456-7890
grace,30,70000.0,Other,Marketing,Assistant,2018-04-05,F,no_email@example.com,000-000-0000
eve,50,60000.0,Other,HR,Assistant,2018-04-05,A,no_email@example.com,123-456-7890
frank,25,55000.0,Male,HR,Manager,2018-04-05,D,email@example.com,555-555-5555
grace,0,55000.0,Other,Marketing,Analyst,2018-04-05,A,email@example.com,098-765-4321
charlie,40,50000.0,Other,Finance,Manager,2018-04-05,B,no_email@example.com,555-555-5555
jack,25,55000.0,Other,HR,Clerk,2018-04-05,F,email@example.com,123-456-7890
charlie,50,60216.08643457383,Female,IT,Manager,2018-04-05,B,no_email@example.com,000-000-0000
eve,25,60000.0,Other,Marketing,Manager,2018-04-05,F,no_email@example.com,123-456-7890
frank,35,55000.0,Male,HR,Analyst,2018-04-05,F,no_email@example.com,000-000-0000
ivy,40,70000.0,Female,Sales,Clerk,2018-04-05,C,user@domain.com,000-000-0000
eve,50,50000.0,Male,IT,Director,2018-04-05,B,no_email@example.com,123-456-7890
alice,50,60000.0,Other,HR,Director,2018-04-05,B,no_email@example.com,098-765-4321
david,30,50000.0,Female,IT,Assistant,2018-04-05,C,user@domain.com,123-456-7890
eve,0,60000.0,Male,IT,Manager,2018-04-05,D,name@company.org,000-000-0000
jack,30,70000.0,Other,Finance,Assistant,2018-04-05,B,email@example.com,123-456-7890
jack,50,50000.0,Male,IT,Analyst,2018-04-05,A,no_email@example.com,123-456-7890
eve,40,65000.0,Male,Finance,Director,2018-04-05,C,email@example.com,000-000-0000
grace,25,60216.08643457383,Male,Marketing,Manager,2018-04-05,B,no_email@example.com,555-555-5555
david,25,60216.08643457383,Other,Finance,Analyst,2018-04-05,D,email@example.com,098-765-4321
alice,40,60000.0,Other,Sales,Analyst,2018-04-05,B,user@domain.com,098-765-4321
eve,50,65000.0,Male,HR,Manager,2018-04-05,F,email@example.com,123-456-7890
grace,25,50000.0,Female,Marketing,Analyst,2018-04-05,A,email@example.com,123-456-7890
jack,25,65000.0,Female,Marketing,Manager,2018-04-05,C,email@example.com,123-456-7890
jack,25,65000.0,Other,Sales,Manager,2018-04-05,F,name@company.org,098-765-4321
frank,0,50000.0,Other,Finance,Clerk,2018-04-05,D,name@company.org,555-555-5555
eve,0,70000.0,Other,HR,Assistant,2018-04-05,F,no_email@example.com,098-765-4321
david,35,65000.0,Other,Finance,Analyst,2018-04-05,F,user@domain.com,098-765-4321
bob,30,65000.0,Other,IT,Analyst,2018-04-05,D,email@example.com,098-765-4321
david,40,70000.0,Female,Finance,Clerk,2018-04-05,F,email@example.com,098-765-4321
jack,40,65000.0,Other,Marketing,Clerk,2018-04-05,C,email@example.com,555-555-5555
jack,40,65000.0,Male,HR,Clerk,2018-04-05,B,email@example.com,123-456-7890
charlie,35,65000.0,Male,Finance,Director,2018-04-05,F,name@company.org,123-456-7890
jack,0,60216.08643457383,Female,HR,Director,2018-04-05,C,no_email@example.com,123-456-7890
alice,50,55000.0,Male,HR,Director,2018-04-05,B,no_email@example.com,123-456-7890
hannah,50,70000.0,Female,IT,Manager,2018-04-05,B,user@domain.com,123-456-7890
eve,35,65000.0,Female,IT,Analyst,2018-04-05,F,email@example.com,098-765-4321
david,50,60216.08643457383,Male,Marketing,Assistant,2018-04-05,C,no_email@example.com,555-555-5555
hannah,40,70000.0,Other,Sales,Manager,2018-04-05,F,no_email@example.com,555-555-5555
grace,30,60000.0,Male,HR,Analyst,2018-04-05,D,no_email@example.com,123-456-7890
bob,25,60000.0,Male,Sales,Analyst,2018-04-05,B,name@company.org,123-456-7890
alice,0,65000.0,Female,Marketing,Clerk,2018-04-05,F,no_email@example.com,000-000-0000
david,0,60216.08643457383,Male,HR,Clerk,2018-04-05,B,no_email@example.com,098-765-4321
hannah,35,60216.08643457383,Female,HR,Manager,2018-04-05,C,name@company.org,123-456-7890
bob,0,70000.0,Other,Sales,Clerk,2018-04-05,A,no_email@example.com,555-555-5555
charlie,40,70000.0,Other,Finance,Analyst,2018-04-05,F,no_email@example.com,123-456-7890
alice,50,60216.08643457383,Other,IT,Clerk,2018-04-05,F,no_email@example.com,123-456-7890
alice,40,70000.0,Male,Finance,Director,2018-04-05,B,name@company.org,123-456-7890
charlie,35,60216.08643457383,Female,Sales,Clerk,2018-04-05,C,email@example.com,000-000-0000
eve,40,55000.0,Other,IT,Analyst,2018-04-05,D,user@domain.com,555-555-5555
charlie,50,60216.08643457383,Female,Finance,Manager,2018-04-05,C,no_email@example.com,123-456-7890
alice,30,60000.0,Female,IT,Assistant,2018-04-05,F,name@company.org,000-000-0000
alice,35,70000.0,Other,HR,Clerk,2018-04-05,D,no_email@example.com,123-456-7890
hannah,30,60216.08643457383,Other,Finance,Analyst,2018-04-05,C,name@company.org,098-765-4321
jack,25,60216.08643457383,Female,IT,Assistant,2018-04-05,A,user@domain.com,555-555-5555
bob,30,70000.0,Other,IT,Assistant,2018-04-05,B,user@domain.com,555-555-5555
charlie,25,55000.0,Female,IT,Director,2018-04-05,C,email@example.com,000-000-0000
bob,25,55000.0,Female,Finance,Assistant,2018-04-05,C,email@example.com,123-456-7890
charlie,30,70000.0,Other,Marketing,Analyst,2018-04-05,A,user@domain.com,123-456-7890
grace,35,50000.0,Male,Finance,Analyst,2018-04-05,F,no_email@example.com,000-000-0000
alice,50,70000.0,Other,Sales,Clerk,2018-04-05,B,no_email@example.com,098-765-4321
jack,40,70000.0,Male,Finance,Clerk,2018-04-05,C,no_email@example.com,098-765-4321
hannah,40,55000.0,Female,IT,Clerk,2018-04-05,D,email@example.com,098-765-4321
jack,50,55000.0,Female,HR,Assistant,2018-04-05,C,no_email@example.com,000-000-0000
jack,25,70000.0,Male,Finance,Assistant,2018-04-05,B,email@example.com,123-456-7890
jack,25,70000.0,Female,Finance,Director,2018-04-05,C,user@domain.com,555-555-5555
bob,35,70000.0,Male,IT,Clerk,2018-04-05,A,no_email@example.com,123-456-7890
charlie,0,55000.0,Male,HR,Manager,2018-04-05,C,no_email@example.com,555-555-5555
ivy,30,70000.0,Female,HR,Director,2018-04-05,C,user@domain.com,123-456-7890
grace,25,70000.0,Male,Sales,Manager,2018-04-05,D,no_email@example.com,555-555-5555
david,40,65000.0,Other,Finance,Assistant,2018-04-05,A,no_email@example.com,000-000-0000
jack,35,50000.0,Other,HR,Director,2018-04-05,A,name@company.org,098-765-4321
eve,30,60000.0,Female,HR,Director,2018-04-05,C,email@example.com,123-456-7890
bob,35,50000.0,Female,Marketing,Analyst,2018-04-05,D,no_email@example.com,123-456-7890
hannah,30,65000.0,Male,Marketing,Assistant,2018-04-05,C,user@domain.com,555-555-5555
david,30,60000.0,Male,HR,Assistant,2018-04-05,C,no_email@example.com,000-000-0000
ivy,50,70000.0,Male,Sales,Director,2018-04-05,B,no_email@example.com,555-555-5555
eve,25,65000.0,Male,HR,Assistant,2018-04-05,B,email@example.com,555-555-5555
ivy,35,70000.0,Other,IT,Director,2018-04-05,D,name@company.org,123-456-7890
david,35,55000.0,Other,Finance,Analyst,2018-04-05,F,email@example.com,555-555-5555
jack,50,60216.08643457383,Female,Sales,Director,2018-04-05,B,no_email@example.com,098-765-4321
eve,40,65000.0,Male,IT,Assistant,2018-04-05,F,no_email@example.com,555-555-5555
ivy,40,55000.0,Male,Sales,Assistant,2018-04-05,A,no_email@example.com,098-765-4321
hannah,25,65000.0,Female,IT,Director,2018-04-05,B,no_email@example.com,123-456-7890
charlie,25,65000.0,Male,Finance,Director,2018-04-05,B,user@domain.com,000-000-0000
alice,0,55000.0,Male,Finance,Director,2018-04-05,D,name@company.org,098-765-4321
charlie,50,60000.0,Male,Marketing,Clerk,2018-04-05,F,no_email@example.com,000-000-0000
david,40,50000.0,Male,IT,Assistant,2018-04-05,B,no_email@example.com,000-000-0000
bob,30,70000.0,Male,Marketing,Assistant,2018-04-05,B,no_email@example.com,098-765-4321
alice,35,65000.0,Female,IT,Clerk,2018-04-05,D,name@company.org,123-456-7890
grace,25,70000.0,Male,Marketing,Director,2018-04-05,D,email@example.com,123-456-7890
hannah,35,60216.08643457383,Female,Finance,Analyst,2018-04-05,F,name@company.org,000-000-0000
grace,35,55000.0,Male,Sales,Director,2018-04-05,A,name@company.org,000-000-0000
eve,0,70000.0,Other,Marketing,Director,2018-04-05,A,name@company.org,123-456-7890
alice,40,55000.0,Other,IT,Clerk,2018-04-05,C,no_email@example.com,123-456-7890
grace,25,70000.0,Other,IT,Assistant,2018-04-05,B,no_email@example.com,555-555-5555
grace,35,50000.0,Other,Finance,Director,2018-04-05,F,user@domain.com,123-456-7890
ivy,25,50000.0,Female,IT,Assistant,2018-04-05,B,email@example.com,000-000-0000
charlie,30,50000.0,Female,HR,Manager,2018-04-05,F,no_email@example.com,098-765-4321
ivy,0,50000.0,Male,Sales,Assistant,2018-04-05,F,name@company.org,123-456-7890
alice,30,50000.0,Other,Marketing,Analyst,2018-04-05,F,email@example.com,555-555-5555
alice,25,50000.0,Female,Sales,Analyst,2018-04-05,B,email@example.com,098-765-4321
david,25,55000.0,Male,Finance,Director,2018-04-05,D,user@domain.com,123-456-7890
ivy,40,65000.0,Male,Marketing,Assistant,2018-04-05,B,no_email@example.com,123-456-7890
frank,35,70000.0,Female,Marketing,Director,2018-04-05,F,name@company.org,123-456-7890
charlie,35,50000.0,Other,HR,Clerk,2018-04-05,C,no_email@example.com,098-765-4321
alice,30,55000.0,Male,Finance,Analyst,2018-04-05,A,user@domain.com,555-555-5555
david,0,55000.0,Other,IT,Director,2018-04-05,F,no_email@example.com,555-555-5555
ivy,50,55000.0,Other,HR,Clerk,2018-04-05,C,email@example.com,123-456-7890
charlie,35,65000.0,Other,HR,Director,2018-04-05,D,name@company.org,098-765-4321
ivy,40,70000.0,Male,Sales,Assistant,2018-04-05,F,no_email@example.com,123-456-7890
grace,30,65000.0,Other,Sales,Assistant,2018-04-05,C,user@domain.com,123-456-7890
david,30,60000.0,Male,Sales,Assistant,2018-04-05,F,no_email@example.com,555-555-5555
charlie,50,55000.0,Other,HR,Assistant,2018-04-05,B,email@example.com,000-000-0000
jack,40,60000.0,Male,IT,Manager,2018-04-05,C,name@company.org,123-456-7890
eve,0,60216.08643457383,Other,Marketing,Clerk,2018-04-05,B,no_email@example.com,123-456-7890
eve,40,50000.0,Female,Sales,Clerk,2018-04-05,B,no_email@example.com,555-555-5555
charlie,0,50000.0,Other,IT,Assistant,2018-04-05,C,email@example.com,098-765-4321
ivy,40,65000.0,Other,Finance,Manager,2018-04-05,A,no_email@example.com,555-555-5555
david,40,70000.0,Male,Sales,Assistant,2018-04-05,C,user@domain.com,098-765-4321
eve,25,60000.0,Male,Marketing,Manager,2018-04-05,A,no_email@example.com,098-765-4321
david,30,70000.0,Other,Finance,Assistant,2018-04-05,F,no_email@example.com,123-456-7890
eve,40,65000.0,Female,Finance,Analyst,2018-04-05,F,no_email@example.com,123-456-7890
grace,50,50000.0,Female,Marketing,Analyst,2018-04-05,C,email@example.com,555-555-5555
ivy,40,70000.0,Male,Sales,Director,2018-04-05,F,email@example.com,123-456-7890
grace,35,70000.0,Female,HR,Assistant,2018-04-05,D,user@domain.com,555-555-5555
eve,30,50000.0,Other,Marketing,Clerk,2018-04-05,B,no_email@example.com,000-000-0000
jack,35,60000.0,Male,Marketing,Director,2018-04-05,B,email@example.com,098-765-4321
jack,30,50000.0,Other,Marketing,Analyst,2018-04-05,A,user@domain.com,098-765-4321
grace,35,70000.0,Male,Finance,Assistant,2018-04-05,F,user@domain.com,123-456-7890
jack,40,60000.0,Male,IT,Director,2018-04-05,A,no_email@example.com,123-456-7890
eve,40,60000.0,Male,HR,Assistant,2018-04-05,B,name@company.org,123-456-7890
charlie,25,50000.0,Male,Sales,Analyst,2018-04-05,B,no_email@example.com,000-000-0000
grace,50,70000.0,Female,Sales,Director,2018-04-05,F,name@company.org,555-555-5555
bob,35,65000.0,Other,IT,Analyst,2018-04-05,D,user@domain.com,555-555-5555
ivy,0,70000.0,Other,Marketing,Manager,2018-04-05,D,email@example.com,123-456-7890
jack,25,55000.0,Other,HR,Analyst,2018-04-05,F,no_email@example.com,123-456-7890
jack,35,60216.08643457383,Male,Sales,Assistant,2018-04-05,F,user@domain.com,123-456-7890
alice,35,65000.0,Female,Sales,Clerk,2018-04-05,A,email@example.com,000-000-0000
frank,25,60000.0,Other,Marketing,Analyst,2018-04-05,F,user@domain.com,555-555-5555
grace,40,65000.0,Female,IT,Clerk,2018-04-05,D,no_email@example.com,123-456-7890
hannah,35,60000.0,Male,HR,Manager,2018-04-05,F,name@company.org,123-456-7890
jack,40,60000.0,Other,IT,Director,2018-04-05,A,user@domain.com,555-555-5555
ivy,25,65000.0,Female,IT,Director,2018-04-05,A,email@example.com,000-000-0000
bob,40,60000.0,Male,HR,Clerk,2018-04-05,A,no_email@example.com,123-456-7890
jack,30,60000.0,Female,HR,Director,2018-04-05,A,no_email@example.com,098-765-4321
bob,0,55000.0,Other,Sales,Analyst,2018-04-05,C,no_email@example.com,000-000-0000
eve,35,70000.0,Other,Sales,Clerk,2018-04-05,F,name@company.org,123-456-7890
eve,50,70000.0,Male,HR,Assistant,2018-04-05,B,no_email@example.com,123-456-7890
frank,0,60216.08643457383,Male,Finance,Analyst,2018-04-05,F,no_email@example.com,098-765-4321
charlie,40,60216.08643457383,Male,Sales,Analyst,2018-04-05,C,email@example.com,000-000-0000
hannah,35,55000.0,Female,Finance,Analyst,2018-04-05,A,user@domain.com,123-456-7890
alice,40,60216.08643457383,Female,HR,Assistant,2018-04-05,C,name@company.org,098-765-4321
frank,30,65000.0,Female,Sales,Manager,2018-04-05,D,no_email@example.com,555-555-5555
david,25,50000.0,Male,IT,Director,2018-04-05,D,name@company.org,123-456-7890
alice,35,50000.0,Other,HR,Clerk,2018-04-05,F,no_email@example.com,123-456-7890
grace,30,50000.0,Other,Marketing,Manager,2018-04-05,F,name@company.org,000-000-0000
ivy,30,55000.0,Female,Finance,Clerk,2018-04-05,B,no_email@example.com,098-765-4321
david,35,55000.0,Female,HR,Director,2018-04-05,B,user@domain.com,123-456-7890
david,40,60000.0,Other,HR,Assistant,2018-04-05,D,user@domain.com,555-555-5555
frank,50,50000.0,Other,Sales,Analyst,2018-04-05,A,name@company.org,000-000-0000
charlie,30,65000.0,Female,Sales,Analyst,2018-04-05,C,email@example.com,000-000-0000
frank,0,60216.08643457383,Female,Sales,Assistant,2018-04-05,B,name@company.org,123-456-7890
grace,30,65000.0,Other,Marketing,Manager,2018-04-05,B,no_email@example.com,555-555-5555
jack,50,60216.08643457383,Male,Sales,Manager,2018-04-05,A,user@domain.com,098-765-4321
jack,40,50000.0,Female,HR,Clerk,2018-04-05,A,user@domain.com,123-456-7890
charlie,40,50000.0,Other,Sales,Assistant,2018-04-05,F,user@domain.com,098-765-4321
grace,0,50000.0,Other,IT,Manager,2018-04-05,C,email@example.com,000-000-0000
charlie,30,55000.0,Other,Sales,Assistant,2018-04-05,A,email@example.com,098-765-4321
bob,40,60216.08643457383,Other,Marketing,Director,2018-04-05,B,no_email@example.com,555-555-5555
jack,50,55000.0,Male,IT,Analyst,2018-04-05,B,name@company.org,123-456-7890
david,35,55000.0,Other,HR,Analyst,2018-04-05,D,name@company.org,555-555-5555
hannah,25,70000.0,Female,HR,Analyst,2018-04-05,A,no_email@example.com,098-765-4321
ivy,25,65000.0,Male,Finance,Assistant,2018-04-05,F,user@domain.com,123-456-7890
grace,25,65000.0,Other,IT,Assistant,2018-04-05,C,email@example.com,000-000-0000
alice,30,60000.0,Male,Finance,Clerk,2018-04-05,F,no_email@example.com,123-456-7890
charlie,0,55000.0,Female,IT,Analyst,2018-04-05,B,no_email@example.com,123-456-7890
ivy,40,60216.08643457383,Other,IT,Clerk,2018-04-05,F,email@example.com,123-456-7890
alice,35,70000.0,Female,Marketing,Analyst,2018-04-05,B,name@company.org,555-555-5555
ivy,50,70000.0,Other,Finance,Clerk,2018-04-05,B,user@domain.com,098-765-4321
hannah,35,65000.0,Other,Marketing,Clerk,2018-04-05,B,name@company.org,555-555-5555
alice,50,55000.0,Other,IT,Director,2018-04-05,B,no_email@example.com,098-765-4321
frank,30,60000.0,Other,HR,Clerk,2018-04-05,B,user@domain.com,555-555-5555
eve,25,55000.0,Other,IT,Assistant,2018-04-05,D,no_email@example.com,123-456-7890
frank,30,50000.0,Male,Marketing,Clerk,2018-04-05,F,no_email@example.com,000-000-0000
jack,0,55000.0,Other,Finance,Analyst,2018-04-05,D,name@company.org,098-765-4321
eve,0,50000.0,Other,Finance,Clerk,2018-04-05,D,name@company.org,123-456-7890
frank,50,50000.0,Male,Marketing,Manager,2018-04-05,A,name@company.org,123-456-7890
eve,40,60000.0,Male,Finance,Analyst,2018-04-05,A,email@example.com,123-456-7890
eve,40,60216.08643457383,Male,Sales,Manager,2018-04-05,A,no_email@example.com,555-555-5555
david,50,65000.0,Male,HR,Analyst,2018-04-05,C,user@domain.com,555-555-5555
charlie,0,55000.0,Male,HR,Assistant,2018-04-05,A,name@company.org,123-456-7890
charlie,0,50000.0,Male,HR,Assistant,2018-04-05,F,name@company.org,123-456-7890
david,0,55000.0,Other,Finance,Assistant,2018-04-05,D,email@example.com,123-456-7890
ivy,30,60216.08643457383,Other,Finance,Manager,2018-04-05,F,user@domain.com,555-555-5555
bob,0,65000.0,Female,IT,Director,2018-04-05,A,no_email@example.com,098-765-4321
ivy,35,60216.08643457383,Other,IT,Analyst,2018-04-05,C,no_email@example.com,000-000-0000
alice,25,65000.0,Other,HR,Assistant,2018-04-05,C,email@example.com,098-765-4321
alice,0,70000.0,Male,Sales,Analyst,2018-04-05,D,no_email@example.com,123-456-7890
eve,50,65000.0,Male,IT,Manager,2018-04-05,F,no_email@example.com,098-765-4321
frank,25,60000.0,Other,IT,Director,2018-04-05,B,name@company.org,000-000-0000
frank,30,60216.08643457383,Female,Finance,Manager,2018-04-05,F,name@company.org,098-765-4321
charlie,50,50000.0,Male,Sales,Analyst,2018-04-05,A,user@domain.com,098-765-4321
grace,25,70000.0,Other,HR,Director,2018-04-05,B,no_email@example.com,098-765-4321
ivy,50,60000.0,Other,IT,Director,2018-04-05,C,name@company.org,098-765-4321
jack,30,55000.0,Female,Sales,Manager,2018-04-05,D,name@company.org,123-456-7890
hannah,35,60216.08643457383,Female,Sales,Assistant,2018-04-05,D,user@domain.com,123-456-7890
frank,30,50000.0,Male,HR,Analyst,2018-04-05,C,no_email@example.com,000-000-0000
hannah,30,65000.0,Female,Sales,Clerk,2018-04-05,A,name@company.org,123-456-7890
eve,50,50000.0,Other,Sales,Clerk,2018-04-05,C,email@example.com,123-456-7890
hannah,40,55000.0,Other,Sales,Manager,2018-04-05,A,email@example.com,123-456-7890
jack,0,70000.0,Female,IT,Analyst,2018-04-05,B,no_email@example.com,123-456-7890
david,0,70000.0,Female,HR,Analyst,2018-04-05,C,no_email@example.com,123-456-7890
jack,35,60216.08643457383,Female,Sales,Manager,2018-04-05,A,user@domain.com,098-765-4321
hannah,35,70000.0,Female,Sales,Analyst,2018-04-05,B,email@example.com,123-456-7890
jack,0,60216.08643457383,Male,IT,Assistant,2018-04-05,C,email@example.com,555-555-5555
bob,40,60216.08643457383,Female,HR,Manager,2018-04-05,D,no_email@example.com,000-000-0000
eve,0,60216.08643457383,Male,Finance,Assistant,2018-04-05,C,no_email@example.com,123-456-7890
ivy,40,65000.0,Other,IT,Analyst,2018-04-05,F,no_email@example.com,123-456-7890
